    x+1/2,y+1/2,z
    x+1/2,y+1/2,-z
    -x+1/2,y+1/2,z
    -x+1/2,y+1/2,-z
Am2m -x,z,y
    x,y,z
    x,y,-z
    -x,y,z
    -x,y,-z
    x,y+1/2,z+1/2
    x,y+1/2,-z+1/2
    -x,y+1/2,z+1/2
    -x,y+1/2,-z+1/2
Abm2 x,y,z
    x,y,z
    -x,-y,z
    -x,y+1/2,z
    x,-y+1/2,z
    x,y+1/2,z+1/2
    -x,-y+1/2,z+1/2
    -x,y+1,z+1/2
    x,-y+1,z+1/2
Bma2 -y,x,z
    x,y,z
    -x,-y,z
    -x+1/2,y,z
    x+1/2,-y,z
    x+1/2,y,z+1/2
    -x+1/2,-y,z+1/2
    -x+1,y,z+1/2
    x+1,-y,z+1/2
B2cm y,z,x
    x,y,z
    x+1/2,y,-z
    x,-y,-z
    x+1/2,-y,z
    x+1/2,y,z+1/2
    x+1,y,-z+1/2
    x+1/2,-y,-z+1/2
    x+1,-y,z+1/2
C2mb -z,y,x
    x,y,z
    x+1/2,y,-z
    x,-y,-z
    x+1/2,-y,z
    x+1/2,y+1/2,z
    x+1,y+1/2,-z
    x+1/2,-y+1/2,-z
    x+1,-y+1/2,z
Cm2a z,x,y
    x,y,z
    x+1/2,y,-z
    -x+1/2,y,z
    -x,y,-z
    x+1/2,y+1/2,z
    x+1,y+1/2,-z
    -x+1,y+1/2,z
    -x+1/2,y+1/2,-z
Ac2m -x,z,y
    x,y,z
    x,y+1/2,-z
    -x,y+1/2,z
    -x,y,-z
    x,y+1/2,z+1/2
    x,y+1,-z+1/2
    -x,y+1,z+1/2
    -x,y+1/2,-z+1/2
Ama2 x,y,z
    x,y,z
    -x,-y,z
    -x+1/2,y,z
    x+1/2,-y,z
    x,y+1/2,z+1/2
    -x,-y+1/2,z+1/2
    -x+1/2,y+1/2,z+1/2
    x+1/2,-y+1/2,z+1/2
Bbm2 -y,x,z
    x,y,z
    -x,-y,z
    -x,y+1/2,z
    x,-y+1/2,z
    x+1/2,y,z+1/2
    -x+1/2,-y,z+1/2
    -x+1/2,y+1/2,z+1/2
    x+1/2,-y+1/2,z+1/2
B2mb y,z,x
    x,y,z
    x,y+1/2,-z
    x,-y,-z
    x,-y+1/2,z
    x+1/2,y,z+1/2
    x+1/2,y+1/2,-z+1/2
    x+1/2,-y,-z+1/2
    x+1/2,-y+1/2,z+1/2
C2cm -z,y,x
    x,y,z
    x,y,-z+1/2
    x,-y,-z
    x,-y,z+1/2
    x+1/2,y+1/2,z
    x+1/2,y+1/2,-z+1/2
    x+1/2,-y+1/2,-z
    x+1/2,-y+1/2,z+1/2
Cc2m z,x,y
    x,y,z
    x,y,-z+1/2
    -x,y,z+1/2
    -x,y,-z
    x+1/2,y+1/2,z
    x+1/2,y+1/2,-z+1/2
    -x+1/2,y+1/2,z+1/2
    -x+1/2,y+1/2,-z
Am2a -x,z,y
    x,y,z
    x+1/2,y,-z
    -x+1/2,y,z
    -x,y,-z
    x,y+1/2,z+1/2
    x+1/2,y+1/2,-z+1/2
    -x+1/2,y+1/2,z+1/2
    -x,y+1/2,-z+1/2
Aba2 x,y,z
    x,y,z
    -x,-y,z
    -x+1/2,y+1/2,z
    x+1/2,-y+1/2,z
    x,y+1/2,z+1/2
    -x,-y+1/2,z+1/2
    -x+1/2,y+1,z+1/2
    x+1/2,-y+1,z+1/2
Bba2 -y,x,z
    x,y,z
    -x,-y,z
    -x+1/2,y+1/2,z
    x+1/2,-y+1/2,z
    x+1/2,y,z+1/2
    -x+1/2,-y,z+1/2
    -x+1,y+1/2,z+1/2
    x+1,-y+1/2,z+1/2
B2cb y,z,x
    x,y,z
    x+1/2,y+1/2,-z
    x,-y,-z
    x+1/2,-y+1/2,z
    x+1/2,y,z+1/2
    x+1,y+1/2,-z+1/2
    x+1/2,-y,-z+1/2
    x+1,-y+1/2,z+1/2
C2cb -z,y,x
    x,y,z
    x+1/2,y,-z+1/2
    x,-y,-z
    x+1/2,-y,z+1/2
    x+1/2,y+1/2,z
    x+1,y+1/2,-z+1/2
    x+1/2,-y+1/2,-z
    x+1,-y+1/2,z+1/2
Cc2a z,x,y
    x,y,z
    x+1/2,y,-z+1/2
    -x+1/2,y,z+1/2
    -x,y,-z
    x+1/2,y+1/2,z
    x+1,y+1/2,-z+1/2
    -x+1,y+1/2,z+1/2
    -x+1/2,y+1/2,-z
Ac2a -x,z,y
    x,y,z
    x+1/2,y+1/2,-z
    -x+1/2,y+1/2,z
    -x,y,-z
    x,y+1/2,z+1/2
    x+1/2,y+1,-z+1/2
    -x+1/2,y+1,z+1/2
    -x,y+1/2,-z+1/2
Fmm2 x,y,z
    x,y,z
    -x,-y,z
    -x,y,z
    x,-y,z
    x,y+1/2,z+1/2
    -x,-y+1/2,z+1/2
    -x,y+1/2,z+1/2
    x,-y+1/2,z+1/2
    x+1/2,y,z+1/2
    -x+1/2,-y,z+1/2
    -x+1/2,y,z+1/2
    x+1/2,-y,z+1/2
    x+1/2,y+1/2,z
    -x+1/2,-y+1/2,z
    -x+1/2,y+1/2,z
    x+1/2,-y+1/2,z
F2mm y,z,x
    x,y,z
    x,y,-z
    x,-y,-z
    x,-y,z
    x,y+1/2,z+1/2
    x,y+1/2,-z+1/2
    x,-y+1/2,-z+1/2
    x,-y+1/2,z+1/2
    x+1/2,y,z+1/2
    x+1/2,y,-z+1/2
    x+1/2,-y,-z+1/2
    x+1/2,-y,z+1/2
    x+1/2,y+1/2,z
    x+1/2,y+1/2,-z
    x+1/2,-y+1/2,-z
    x+1/2,-y+1/2,z
Fm2m z,x,y
    x,y,z
    x,y,-z
    -x,y,z
    -x,y,-z
    x,y+1/2,z+1/2
    x,y+1/2,-z+1/2
    -x,y+1/2,z+1/2
    -x,y+1/2,-z+1/2
    x+1/2,y,z+1/2
    x+1/2,y,-z+1/2
    -x+1/2,y,z+1/2
    -x+1/2,y,-z+1/2
    x+1/2,y+1/2,z
    x+1/2,y+1/2,-z
    -x+1/2,y+1/2,z
    -x+1/2,y+1/2,-z
Fdd2 x,y,z
    x,y,z
    -x,-y,z
    -x+1/4,y+1/4,z+1/4
    x+3/4,-y+3/4,z+1/4
    x,y+1/2,z+1/2
    -x,-y+1/2,z+1/2
    -x+1/4,y+3/4,z+3/4
    x+3/4,-y+5/4,z+3/4
    x+1/2,y,z+1/2
    -x+1/2,-y,z+1/2
    -x+3/4,y+1/4,z+3/4
    x+5/4,-y+3/4,z+3/4
    x+1/2,y+1/2,z
    -x+1/2,-y+1/2,z
    -x+3/4,y+3/4,z+1/4
    x+5/4,-y+5/4,z+1/4
F2dd y,z,x
    x,y,z
    x+1/4,y+1/4,-z+1/4
    x,-y,-z
    x+1/4,-y+1/4,z+1/4
    x,y+1/2,z+1/2
    x+1/4,y+3/4,-z+3/4
    x,-y+1/2,-z+1/2
    x+1/4,-y+3/4,z+3/4
    x+1/2,y,z+1/2
    x+3/4,y+1/4,-z+3/4
    x+1/2,-y,-z+1/2
    x+3/4,-y+1/4,z+3/4
    x+1/2,y+1/2,z
    x+3/4,y+3/4,-z+1/4
    x+1/2,-y+1/2,-z
    x+3/4,-y+3/4,z+1/4
Fd2d z,x,y
    x,y,z
    x+1/4,y+1/4,-z+1/4
    -x+1/4,y+1/4,z+1/4
    -x+1/2,y+1/2,-z
    x,y+1/2,z+1/2
    x+1/4,y+3/4,-z+3/4
    -x+1/4,y+3/4,z+3/4
    -x+1/2,y+1,-z+1/2
    x+1/2,y,z+1/2
    x+3/4,y+1/4,-z+3/4
    -x+3/4,y+1/4,z+3/4
    -x+1,y+1/2,-z+1/2
    x+1/2,y+1/2,z
    x+3/4,y+3/4,-z+1/4
    -x+3/4,y+3/4,z+1/4
    -x+1,y+1,-z
Imm2 x,y,z
    x,y,z
    -x,-y,z
    -x,y,z
    x,-y,z
    x+1/2,y+1/2,z+1/2
    -x+1/2,-y+1/2,z+1/2
    -x+1/2,y+1/2,z+1/2
    x+1/2,-y+1/2,z+1/2
I2mm y,z,x
    x,y,z
    x,y,-z
    x,-y,-z
    x,-y,z
    x+1/2,y+1/2,z+1/2
    x+1/2,y+1/2,-z+1/2
    x+1/2,-y+1/2,-z+1/2
    x+1/2,-y+1/2,z+1/2
Im2m z,x,y
    x,y,z
    x,y,-z
    -x,y,z
    -x,y,-z
    x+1/2,y+1/2,z+1/2
    x+1/2,y+1/2,-z+1/2
    -x+1/2,y+1/2,z+1/2
    -x+1/2,y+1/2,-z+1/2
Iba2 x,y,z
    x,y,z
    -x,-y,z
    -x,y,z+1/2
    x,-y,z+1/2
    x+1/2,y+1/2,z+1/2
    -x+1/2,-y+1/2,z+1/2
    -x+1/2,y+1/2,z+1
    x+1/2,-y+1/2,z+1
I2cb y,z,x
    x,y,z
    x+1/2,y,-z
    x,-y,-z
    x+1/2,-y,z
    x+1/2,y+1/2,z+1/2
    x+1,y+1/2,-z+1/2
    x+1/2,-y+1/2,-z+1/2
    x+1,-y+1/2,z+1/2
Ic2a z,x,y
    x,y,z
    x,y+1/2,-z
    -x,y+1/2,z
    -x,y,-z
    x+1/2,y+1/2,z+1/2
    x+1/2,y+1,-z+1/2
    -x+1/2,y+1,z+1/2
    -x+1/2,y+1/2,-z+1/2
Ima2 x,y,z
    x,y,z
    -x,-y,z
    -x+1/2,y,z
    x+1/2,-y,z
    x+1/2,y+1/2,z+1/2
    -x+1/2,-y+1/2,z+1/2
    -x+1,y+1/2,z+1/2
    x+1,-y+1/2,z+1/2
Ibm2 -y,x,z
    x,y,z
    -x,-y,z
    -x,y+1/2,z
    x,-y+1/2,z
    x+1/2,y+1/2,z+1/2
    -x+1/2,-y+1/2,z+1/2
    -x+1/2,y+1,z+1/2
    x+1/2,-y+1,z+1/2
I2mb y,z,x
    x,y,z
    x,y+1/2,-z
    x,-y,-z
    x,-y+1/2,z
    x+1/2,y+1/2,z+1/2
    x+1/2,y+1,-z+1/2
    x+1/2,-y+1/2,-z+1/2
    x+1/2,-y+1,z+1/2
I2cm -z,y,x
    x,y,z
    x,y,-z+1/2
    x,-y,-z
    x,-y,z+1/2
    x+1/2,y+1/2,z+1/2
    x+1/2,y+1/2,-z+1
    x+1/2,-y+1/2,-z+1/2
    x+1/2,-y+1/2,z+1
Ic2m z,x,y
    x,y,z
    x,y,-z+1/2
    -x,y,z+1/2
    -x,y,-z
    x+1/2,y+1/2,z+1/2
    x+1/2,y+1/2,-z+1
    -x+1/2,y+1/2,z+1
    -x+1/2,y+1/2,-z+1/2
Im2a -x,z,y
    x,y,z
    x+1/2,y,-z
    -x+1/2,y,z
    -x,y,-z
    x+1/2,y+1/2,z+1/2
    x+1,y+1/2,-z+1/2
    -x+1,y+1/2,z+1/2
    -x+1/2,y+1/2,-z+1/2
Pmmm x,y,z
    x,y,z
    -x,-y,z
    x,-y,-z
    -x,y,-z
    -x,-y,-z
    x,y,-z
    -x,y,z
    x,-y,z
Pnnn:1 x+1/4,y+1/4,z+1/4
    x,y,z
    -x,-y,z
    x,-y,-z
    -x,y,-z
    -x+1/2,-y+1/2,-z+1/2
    x+1/2,y+1/2,-z+1/2
    -x+1/2,y+1/2,z+1/2
    x+1/2,-y+1/2,z+1/2
Pnnn:2 x,y,z
    x,y,z
    -x+1/2,-y+1/2,z
    x,-y+1/2,-z+1/2
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x,y-1/2,z-1/2
    x-1/2,-y,z-1/2
Pccm x,y,z
    x,y,z
    -x,-y,z
    x,-y,-z+1/2
    -x,y,-z+1/2
    -x,-y,-z
    x,y,-z
    -x,y,z-1/2
    x,-y,z-1/2
Pmaa y,z,x
    x,y,z
    -x+1/2,-y,z
    x,-y,-z
    -x+1/2,y,-z
    -x,-y,-z
    x-1/2,y,-z
    -x,y,z
    x-1/2,-y,z
Pbmb z,x,y
    x,y,z
    -x,-y+1/2,z
    x,-y+1/2,-z
    -x,y,-z
    -x,-y,-z
    x,y-1/2,-z
    -x,y-1/2,z
    x,-y,z
Pban:1 x+1/4,y+1/4,z
    x,y,z
    -x,-y,z
    x,-y,-z
    -x,y,-z
    -x+1/2,-y+1/2,-z
    x+1/2,y+1/2,-z
    -x+1/2,y+1/2,z
    x+1/2,-y+1/2,z
Pban:2 x,y,z
    x,y,z
    -x+1/2,-y+1/2,z
    x,-y+1/2,-z
    -x+1/2,y,-z
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x,y-1/2,z
    x-1/2,-y,z
Pncb:1 y+1/4,z+1/4,x
    x,y,z
    -x,-y,z
    x,-y,-z
    -x,y,-z
    -x,-y+1/2,-z+1/2
    x,y+1/2,-z+1/2
    -x,y+1/2,z+1/2
    x,-y+1/2,z+1/2
Pncb:2 y,z,x
    x,y,z
    -x,-y+1/2,z
    x,-y+1/2,-z+1/2
    -x,y,-z+1/2
    -x,-y,-z
    x,y-1/2,-z
    -x,y-1/2,z-1/2
    x,-y,z-1/2
Pcna:1 z+1/4,x+1/4,y
    x,y,z
    -x,-y,z
    x,-y,-z
    -x,y,-z
    -x+1/2,-y,-z+1/2
    x+1/2,y,-z+1/2
    -x+1/2,y,z+1/2
    x+1/2,-y,z+1/2
Pcna:2 z,x,y
    x,y,z
    -x+1/2,-y,z
    x,-y,-z+1/2
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x-1/2,y,-z
    -x,y,z-1/2
    x-1/2,-y,z-1/2
Pmma x,y,z
    x,y,z
    -x+1/2,-y,z
    x+1/2,-y,-z
    -x,y,-z
    -x,-y,-z
    x-1/2,y,-z
    -x-1/2,y,z
    x,-y,z
Pmmb -y,x,z
    x,y,z
    -x,-y+1/2,z
    x,-y,-z
    -x,y+1/2,-z
    -x,-y,-z
    x,y-1/2,-z
    -x,y,z
    x,-y-1/2,z
Pbmm y,z,x
    x,y,z
    -x,-y,z
    x,-y+1/2,-z
    -x,y+1/2,-z
    -x,-y,-z
    x,y,-z
    -x,y-1/2,z
    x,-y-1/2,z
Pcmm -z,y,x
    x,y,z
    -x,-y,z+1/2
    x,-y,-z+1/2
    -x,y,-z
    -x,-y,-z
    x,y,-z-1/2
    -x,y,z-1/2
    x,-y,z
Pmcm z,x,y
    x,y,z
    -x,-y,z+1/2
    x,-y,-z
    -x,y,-z+1/2
    -x,-y,-z
    x,y,-z-1/2
    -x,y,z
    x,-y,z-1/2
Pmam -x,z,y
    x,y,z
    -x,-y,z
    x+1/2,-y,-z
    -x+1/2,y,-z
    -x,-y,-z
    x,y,-z
    -x-1/2,y,z
    x-1/2,-y,z
Pnna x,y,z
    x,y,z
    -x+1/2,-y,z
    x,-y+1/2,-z+1/2
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y,-z
    -x,y-1/2,z-1/2
    x-1/2,-y-1/2,z-1/2
Pnnb -y,x,z
    x,y,z
    -x,-y+1/2,z
    x+1/2,-y+1/2,-z+1/2
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x,y-1/2,-z
    -x-1/2,y-1/2,z-1/2
    x-1/2,-y,z-1/2
Pbnn y,z,x
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x,-y+1/2,-z
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x,y-1/2,z
    x-1/2,-y,z-1/2
Pcnn -z,y,x
    x,y,z
    -x+1/2,-y+1/2,z
    x,-y,-z+1/2
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x,y,z-1/2
    x-1/2,-y-1/2,z-1/2
Pncn z,x,y
    x,y,z
    -x+1/2,-y+1/2,z
    x+1/2,-y+1/2,-z+1/2
    -x,y,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x-1/2,y-1/2,z-1/2
    x,-y,z-1/2
Pnan -x,z,y
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x,-y+1/2,-z+1/2
    -x+1/2,y,-z
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x,y-1/2,z-1/2
    x-1/2,-y,z
Pmna x,y,z
    x,y,z
    -x+1/2,-y,z+1/2
    x,-y,-z
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x,y,z
    x-1/2,-y,z-1/2
Pnmb -y,x,z
    x,y,z
    -x,-y+1/2,z+1/2
    x,-y+1/2,-z+1/2
    -x,y,-z
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x,y-1/2,z-1/2
    x,-y,z
Pbmn y,z,x
    x,y,z
    -x+1/2,-y+1/2,z
    x+1/2,-y+1/2,-z
    -x,y,-z
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x-1/2,y-1/2,z
    x,-y,z
Pcnm -z,y,x
    x,y,z
    -x,-y,z
    x+1/2,-y,-z+1/2
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x,y,-z
    -x-1/2,y,z-1/2
    x-1/2,-y,z-1/2
Pncm z,x,y
    x,y,z
    -x,-y,z
    x,-y+1/2,-z+1/2
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x,y,-z
    -x,y-1/2,z-1/2
    x,-y-1/2,z-1/2
Pman -x,z,y
    x,y,z
    -x+1/2,-y+1/2,z
    x,-y,-z
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x,y,z
    x-1/2,-y-1/2,z
Pcca x,y,z
    x,y,z
    -x+1/2,-y,z
    x+1/2,-y,-z+1/2
    -x,y,-z+1/2
    -x,-y,-z
    x-1/2,y,-z
    -x-1/2,y,z-1/2
    x,-y,z-1/2
Pccb -y,x,z
    x,y,z
    -x,-y+1/2,z
    x,-y,-z+1/2
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x,y-1/2,-z
    -x,y,z-1/2
    x,-y-1/2,z-1/2
Pbaa y,z,x
    x,y,z
    -x+1/2,-y,z
    x,-y+1/2,-z
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x-1/2,y,-z
    -x,y-1/2,z
    x-1/2,-y-1/2,z
Pcaa -z,y,x
    x,y,z
    -x+1/2,-y,z+1/2
    x,-y,-z+1/2
    -x+1/2,y,-z
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x,y,z-1/2
    x-1/2,-y,z
Pbcb z,x,y
    x,y,z
    -x,-y+1/2,z+1/2
    x,-y+1/2,-z
    -x,y,-z+1/2
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x,y-1/2,z
    x,-y,z-1/2
Pbab -x,z,y
    x,y,z
    -x,-y+1/2,z
    x+1/2,-y+1/2,-z
    -x+1/2,y,-z
    -x,-y,-z
    x,y-1/2,-z
    -x-1/2,y-1/2,z
    x-1/2,-y,z
Pbam x,y,z
    x,y,z
    -x,-y,z
    x+1/2,-y+1/2,-z
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x,y,-z
    -x-1/2,y-1/2,z
    x-1/2,-y-1/2,z
Pmcb y,z,x
    x,y,z
    -x,-y+1/2,z+1/2
    x,-y,-z
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x,y,z
    x,-y-1/2,z-1/2
Pcma z,x,y
    x,y,z
    -x+1/2,-y,z+1/2
    x+1/2,-y,-z+1/2
    -x,y,-z
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x-1/2,y,z-1/2
    x,-y,z
Pccn x,y,z
    x,y,z
    -x+1/2,-y+1/2,z
    x+1/2,-y,-z+1/2
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x-1/2,y,z-1/2
    x,-y-1/2,z-1/2
Pnaa y,z,x
    x,y,z
    -x+1/2,-y,z+1/2
    x,-y+1/2,-z+1/2
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x,y-1/2,z-1/2
    x-1/2,-y-1/2,z
Pbnb z,x,y
    x,y,z
    -x,-y+1/2,z+1/2
    x+1/2,-y+1/2,-z
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x-1/2,y-1/2,z
    x-1/2,-y,z-1/2
Pbcm x,y,z
    x,y,z
    -x,-y,z+1/2
    x,-y+1/2,-z
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x,y,-z-1/2
    -x,y-1/2,z
    x,-y-1/2,z-1/2
Pcam -y,x,z
    x,y,z
    -x,-y,z+1/2
    x+1/2,-y,-z+1/2
    -x+1/2,y,-z
    -x,-y,-z
    x,y,-z-1/2
    -x-1/2,y,z-1/2
    x-1/2,-y,z
Pmca y,z,x
    x,y,z
    -x+1/2,-y,z+1/2
    x+1/2,-y,-z
    -x,y,-z+1/2
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x-1/2,y,z
    x,-y,z-1/2
Pmab -z,y,x
    x,y,z
    -x,-y+1/2,z
    x+1/2,-y,-z
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x,y-1/2,-z
    -x-1/2,y,z
    x-1/2,-y-1/2,z
Pbma z,x,y
    x,y,z
    -x+1/2,-y,z
    x+1/2,-y+1/2,-z
    -x,y+1/2,-z
    -x,-y,-z
    x-1/2,y,-z
    -x-1/2,y-1/2,z
    x,-y-1/2,z
Pcmb -x,z,y
    x,y,z
    -x,-y+1/2,z+1/2
    x,-y,-z+1/2
    -x,y+1/2,-z
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x,y,z-1/2
    x,-y-1/2,z
Pnnm x,y,z
    x,y,z
    -x,-y,z
    x+1/2,-y+1/2,-z+1/2
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x,y,-z
    -x-1/2,y-1/2,z-1/2
    x-1/2,-y-1/2,z-1/2
Pmnn y,z,x
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x,-y,-z
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x,y,z
    x-1/2,-y-1/2,z-1/2
Pnmn z,x,y
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x+1/2,-y+1/2,-z+1/2
    -x,y,-z
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x-1/2,y-1/2,z-1/2
    x,-y,z
Pmmn:1 x+1/4,y+1/4,z
    x,y,z
    -x,-y,z
    x+1/2,-y+1/2,-z
    -x+1/2,y+1/2,-z
    -x+1/2,-y+1/2,-z
    x+1/2,y+1/2,-z
    -x,y,z
    x,-y,z
Pmmn:2 x,y,z
    x,y,z
    -x+1/2,-y+1/2,z
    x+1/2,-y,-z
    -x,y+1/2,-z
    -x,-y,-z
    x-1/2,y-1/2,-z
    -x-1/2,y,z
    x,-y-1/2,z
Pnmm:1 y+1/4,z+1/4,x
    x,y,z
    -x,-y+1/2,z+1/2
    x,-y,-z
    -x,y+1/2,-z+1/2
    -x,-y+1/2,-z+1/2
    x,y,-z
    -x,y+1/2,z+1/2
    x,-y,z
Pnmm:2 y,z,x
    x,y,z
    -x,-y,z+1/2
    x,-y+1/2,-z+1/2
    -x,y+1/2,-z
    -x,-y,-z
    x,y,-z-1/2
    -x,y-1/2,z-1/2
    x,-y-1/2,z
Pmnm:1 z+1/4,x+1/4,y
    x,y,z
    -x+1/2,-y,z+1/2
    x+1/2,-y,-z+1/2
    -x,y,-z
    -x+1/2,-y,-z+1/2
    x,y,-z
    -x,y,z
    x+1/2,-y,z+1/2
Pmnm:2 z,x,y
    x,y,z
    -x,-y,z+1/2
    x+1/2,-y,-z
    -x+1/2,y,-z+1/2
    -x,-y,-z
    x,y,-z-1/2
    -x-1/2,y,z
    x-1/2,-y,z-1/2
Pbcn x,y,z
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x+1/2,-y+1/2,-z
    -x,y,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x-1/2,y-1/2,z
    x,-y,z-1/2
Pcan -y,x,z
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x,-y,-z+1/2
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x,y,z-1/2
    x-1/2,-y-1/2,z
Pnca y,z,x
    x,y,z
    -x+1/2,-y,z
    x+1/2,-y+1/2,-z+1/2
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y,-z
    -x-1/2,y-1/2,z-1/2
    x,-y-1/2,z-1/2
Pnab -z,y,x
    x,y,z
    -x,-y+1/2,z+1/2
    x+1/2,-y+1/2,-z+1/2
    -x+1/2,y,-z
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x-1/2,y-1/2,z-1/2
    x-1/2,-y,z
Pbna z,x,y
    x,y,z
    -x+1/2,-y,z+1/2
    x,-y+1/2,-z
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x,y-1/2,z
    x-1/2,-y-1/2,z-1/2
Pcnb -x,z,y
    x,y,z
    -x,-y+1/2,z
    x+1/2,-y,-z+1/2
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x,y-1/2,-z
    -x-1/2,y,z-1/2
    x-1/2,-y-1/2,z-1/2
Pbca x,y,z
    x,y,z
    -x+1/2,-y,z+1/2
    x+1/2,-y+1/2,-z
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x-1/2,y-1/2,z
    x,-y-1/2,z-1/2
Pcab -z,y,x
    x,y,z
    -x,-y+1/2,z+1/2
    x+1/2,-y,-z+1/2
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x-1/2,y,z-1/2
    x-1/2,-y-1/2,z
Pnma x,y,z
    x,y,z
    -x+1/2,-y,z+1/2
    x+1/2,-y+1/2,-z+1/2
    -x,y+1/2,-z
    -x,-y,-z
    x-1/2,y,-z-1/2
    -x-1/2,y-1/2,z-1/2
    x,-y-1/2,z
Pmnb -y,x,z
    x,y,z
    -x,-y+1/2,z+1/2
    x+1/2,-y,-z
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x,y-1/2,-z-1/2
    -x-1/2,y,z
    x-1/2,-y-1/2,z-1/2
Pbnm y,z,x
    x,y,z
    -x,-y,z+1/2
    x+1/2,-y+1/2,-z
    -x+1/2,y+1/2,-z+1/2
    -x,-y,-z
    x,y,-z-1/2
    -x-1/2,y-1/2,z
    x-1/2,-y-1/2,z-1/2
Pcmn -z,y,x
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x+1/2,-y,-z+1/2
    -x,y+1/2,-z
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x-1/2,y,z-1/2
    x,-y-1/2,z
Pmcn z,x,y
    x,y,z
    -x+1/2,-y+1/2,z+1/2
    x+1/2,-y,-z
    -x,y+1/2,-z+1/2
    -x,-y,-z
    x-1/2,y-1/2,-z-1/2
    -x-1/2,y,z
    x,-y-1/2,z-1/2
Pnam -x,z,y
    x,y,z
    -x,-y,z+1/2
    x+1/2,-y+1/2,-z+1/2
    -x+1/2,y+1/2,-z
    -x,-y,-z
    x,y,-z-1/2
    -x-1/2,y-1/2,z-1/2
    x-1/2,-y-1/2,z
Cmcm x,y,z
    x,y,z
    -x,-y,z+1/2
    x,-y,-z
    -x,y,-z+1/2
    -x,-y,-z
    x,y,-z-1/2
    -x,y,z
    x,-y,z-1/2
    x+1/2,y+1/2,z
    -x+1/2,-y+1/2,z+1/2
    x+1/2,-y+1/2,-z
    -x+1/2,y+1/2,-z+1/2
    -x+1/2,-y+1/2,-z
    x+1/2,y+1/2,-z-1/2
    -x+1/2,y+1/2,z
    x+1/2,-y+1/2,z-1/2
Ccmm -y,x,z
    x,y,z
    -x,-y,z+1/2
    x,-y,-z+1/2
    -x,y,-z
    -x,-y,-z
    x,y,-z-1/2
    -x,y,z-1/2
    x,-y,z
